State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Year,Year Code,Births,% of Total Births,Average Age of Mother (years),Standard Deviation for Average Age of Mother
Alabama,1,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,741,0.00%,36.43,1.32
Alabama,1,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,709,0.00%,36.44,1.33
Alabama,1,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,806,0.00%,36.5,1.32
Alabama,1,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,829,0.00%,36.45,1.34
Alabama,1,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,911,0.01%,36.51,1.35
Alabama,1,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,906,0.01%,36.45,1.31
Alabama,1,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,258,0.00%,36.44,1.33
Alabama,1,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,242,0.00%,36.43,1.39
Alabama,1,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,278,0.00%,36.6,1.36
Alabama,1,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,296,0.00%,36.56,1.3
Alabama,1,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,275,0.00%,36.45,1.37
Alabama,1,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,291,0.00%,36.45,1.28
Alabama,1,40-44 years,40-44,8th grade or less,1,2019,2019,11,0.00%,41.27,1.14
Alabama,1,40-44 years,40-44,9th through 12th grade with no diploma,2,2018,2018,56,0.00%,40.73,0.97
Alabama,1,40-44 years,40-44,9th through 12th grade with no diploma,2,2019,2019,56,0.00%,41.04,1.21
Alabama,1,40-44 years,40-44,9th through 12th grade with no diploma,2,2020,2020,53,0.00%,40.87,1.03
Alabama,1,40-44 years,40-44,9th through 12th grade with no diploma,2,2021,2021,52,0.00%,41.02,1.25
Alabama,1,40-44 years,40-44,9th through 12th grade with no diploma,2,2022,2022,54,0.00%,40.98,1.01
Alabama,1,40-44 years,40-44,9th through 12th grade with no diploma,2,2023,2023,40,0.00%,40.88,0.95
Alabama,1,40-44 years,40-44,High school graduate or GED completed,3,2018,2018,149,0.00%,40.92,1.07
Alabama,1,40-44 years,40-44,High school graduate or GED completed,3,2019,2019,162,0.00%,41,1.19
Alabama,1,40-44 years,40-44,High school graduate or GED completed,3,2020,2020,180,0.00%,41.05,1.14
Alabama,1,40-44 years,40-44,High school graduate or GED completed,3,2021,2021,186,0.00%,41.16,1.22
Alabama,1,40-44 years,40-44,High school graduate or GED completed,3,2022,2022,184,0.00%,41.12,1.2
Alabama,1,40-44 years,40-44,High school graduate or GED completed,3,2023,2023,198,0.00%,41.13,1.2
Alabama,1,40-44 years,40-44,"Some college credit, but not a degree",4,2018,2018,152,0.00%,41.05,1.17
Alabama,1,40-44 years,40-44,"Some college credit, but not a degree",4,2019,2019,152,0.00%,41.26,1.25
Alabama,1,40-44 years,40-44,"Some college credit, but not a degree",4,2020,2020,158,0.00%,40.94,1.1
Alabama,1,40-44 years,40-44,"Some college credit, but not a degree",4,2021,2021,171,0.00%,41.08,1.13
Alabama,1,40-44 years,40-44,"Some college credit, but not a degree",4,2022,2022,155,0.00%,41.14,1.21
Alabama,1,40-44 years,40-44,"Some college credit, but not a degree",4,2023,2023,188,0.00%,40.98,1.01
Alabama,1,40-44 years,40-44,"Associate degree (AA, AS)",5,2018,2018,99,0.00%,40.93,1.08
Alabama,1,40-44 years,40-44,"Associate degree (AA, AS)",5,2019,2019,82,0.00%,41.07,1.27
Alabama,1,40-44 years,40-44,"Associate degree (AA, AS)",5,2020,2020,99,0.00%,41.16,1.24
Alabama,1,40-44 years,40-44,"Associate degree (AA, AS)",5,2021,2021,85,0.00%,41.07,1.06
Alabama,1,40-44 years,40-44,"Associate degree (AA, AS)",5,2022,2022,98,0.00%,41.2,1.23
Alabama,1,40-44 years,40-44,"Associate degree (AA, AS)",5,2023,2023,104,0.00%,41.16,1.24
Alabama,1,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2018,2018,172,0.00%,41.09,1.16
Alabama,1,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2019,2019,188,0.00%,41.13,1.2
Alabama,1,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2020,2020,172,0.00%,41.1,1.29
Alabama,1,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2021,2021,222,0.00%,41.12,1.24
Alabama,1,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2022,2022,225,0.00%,41.12,1.15
Alabama,1,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2023,2023,242,0.00%,41.24,1.23
Alabama,1,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,131,0.00%,41.03,1.07
Alabama,1,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,111,0.00%,40.96,1.09
Alabama,1,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,150,0.00%,41.09,1.12
Alabama,1,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,125,0.00%,41.14,1.32
Alabama,1,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,156,0.00%,41.26,1.3
Alabama,1,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,140,0.00%,41.03,1.11
Alabama,1,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,53,0.00%,40.77,1.06
Alabama,1,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,40,0.00%,41.25,1.28
Alabama,1,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,47,0.00%,41.62,1.39
Alabama,1,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,53,0.00%,41.06,1.23
Alabama,1,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,55,0.00%,41.16,1.37
Alabama,1,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,53,0.00%,41.08,1.21
Alabama,1,45-49 years,45-49,High school graduate or GED completed,3,2019,2019,10,0.00%,45.6,0.66
Alabama,1,45-49 years,45-49,High school graduate or GED completed,3,2020,2020,12,0.00%,45.33,0.85
Alabama,1,45-49 years,45-49,"Some college credit, but not a degree",4,2022,2022,10,0.00%,45.6,0.92
Alabama,1,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2020,2020,12,0.00%,46,1.47
Alabama,1,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2021,2021,12,0.00%,45.58,0.64
Alabama,1,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2022,2022,13,0.00%,46,0.88
Alabama,1,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2023,2023,12,0.00%,45.58,0.76
Alabama,1,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,11,0.00%,45.91,0.9
Alabama,1,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,12,0.00%,45.92,0.95
Alabama,1,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,10,0.00%,45.4,0.49
Alaska,2,15-19 years,15-19,9th through 12th grade with no diploma,2,2018,2018,183,0.00%,17.82,1.22
Alaska,2,15-19 years,15-19,9th through 12th grade with no diploma,2,2019,2019,152,0.00%,17.65,1.23
Alaska,2,15-19 years,15-19,9th through 12th grade with no diploma,2,2020,2020,119,0.00%,17.77,1.1
Alaska,2,15-19 years,15-19,9th through 12th grade with no diploma,2,2021,2021,167,0.00%,17.48,1.25
Alaska,2,15-19 years,15-19,9th through 12th grade with no diploma,2,2022,2022,138,0.00%,17.76,1.2
Alaska,2,15-19 years,15-19,9th through 12th grade with no diploma,2,2023,2023,135,0.00%,17.71,1.25
Alaska,2,15-19 years,15-19,High school graduate or GED completed,3,2018,2018,162,0.00%,18.65,0.56
Alaska,2,15-19 years,15-19,High school graduate or GED completed,3,2019,2019,167,0.00%,18.59,0.59
Alaska,2,15-19 years,15-19,High school graduate or GED completed,3,2020,2020,190,0.00%,18.61,0.58
Alaska,2,15-19 years,15-19,High school graduate or GED completed,3,2021,2021,141,0.00%,18.68,0.52
Alaska,2,15-19 years,15-19,High school graduate or GED completed,3,2022,2022,163,0.00%,18.63,0.55
Alaska,2,15-19 years,15-19,High school graduate or GED completed,3,2023,2023,143,0.00%,18.66,0.58
Alaska,2,15-19 years,15-19,"Some college credit, but not a degree",4,2018,2018,36,0.00%,18.86,0.35
Alaska,2,15-19 years,15-19,"Some college credit, but not a degree",4,2019,2019,25,0.00%,18.8,0.4
Alaska,2,15-19 years,15-19,"Some college credit, but not a degree",4,2020,2020,32,0.00%,18.72,0.62
Alaska,2,15-19 years,15-19,"Some college credit, but not a degree",4,2021,2021,29,0.00%,18.83,0.38
Alaska,2,15-19 years,15-19,"Some college credit, but not a degree",4,2022,2022,26,0.00%,18.73,0.59
Alaska,2,15-19 years,15-19,"Some college credit, but not a degree",4,2023,2023,24,0.00%,18.88,0.33
Alaska,2,15-19 years,15-19,Unknown or Not Stated,Unk,2019,2019,11,0.00%,18.18,0.83
Alaska,2,15-19 years,15-19,Unknown or Not Stated,Unk,2020,2020,12,0.00%,18.5,0.5
Alaska,2,15-19 years,15-19,Unknown or Not Stated,Unk,2022,2022,11,0.00%,17.91,1.24
Alaska,2,15-19 years,15-19,Unknown or Not Stated,Unk,2023,2023,12,0.00%,18,1
Alaska,2,20-24 years,20-24,8th grade or less,1,2018,2018,15,0.00%,22.13,1.59
Alaska,2,20-24 years,20-24,9th through 12th grade with no diploma,2,2018,2018,241,0.00%,22.05,1.48
Alaska,2,20-24 years,20-24,9th through 12th grade with no diploma,2,2019,2019,208,0.00%,21.76,1.44
Alaska,2,20-24 years,20-24,9th through 12th grade with no diploma,2,2020,2020,201,0.00%,21.94,1.46
Alaska,2,20-24 years,20-24,9th through 12th grade with no diploma,2,2021,2021,184,0.00%,21.82,1.34
Alaska,2,20-24 years,20-24,9th through 12th grade with no diploma,2,2022,2022,183,0.00%,21.86,1.38
Alaska,2,20-24 years,20-24,9th through 12th grade with no diploma,2,2023,2023,174,0.00%,22.13,1.4
Alaska,2,20-24 years,20-24,High school graduate or GED completed,3,2018,2018,942,0.01%,22.08,1.41
Alaska,2,20-24 years,20-24,High school graduate or GED completed,3,2019,2019,904,0.01%,22.11,1.4
Alaska,2,20-24 years,20-24,High school graduate or GED completed,3,2020,2020,871,0.01%,21.96,1.39
Alaska,2,20-24 years,20-24,High school graduate or GED completed,3,2021,2021,864,0.01%,22.08,1.38
Alaska,2,20-24 years,20-24,High school graduate or GED completed,3,2022,2022,904,0.01%,22.03,1.38
Alaska,2,20-24 years,20-24,High school graduate or GED completed,3,2023,2023,870,0.01%,22.07,1.39
Alaska,2,20-24 years,20-24,"Some college credit, but not a degree",4,2018,2018,601,0.00%,22.38,1.33
Alaska,2,20-24 years,20-24,"Some college credit, but not a degree",4,2019,2019,550,0.00%,22.21,1.33
Alaska,2,20-24 years,20-24,"Some college credit, but not a degree",4,2020,2020,514,0.00%,22.31,1.36
Alaska,2,20-24 years,20-24,"Some college credit, but not a degree",4,2021,2021,525,0.00%,22.4,1.35
Alaska,2,20-24 years,20-24,"Some college credit, but not a degree",4,2022,2022,477,0.00%,22.28,1.31
Alaska,2,20-24 years,20-24,"Some college credit, but not a degree",4,2023,2023,422,0.00%,22.46,1.33
Alaska,2,20-24 years,20-24,"Associate degree (AA, AS)",5,2018,2018,81,0.00%,23.04,0.95
Alaska,2,20-24 years,20-24,"Associate degree (AA, AS)",5,2019,2019,79,0.00%,22.84,1.24
Alaska,2,20-24 years,20-24,"Associate degree (AA, AS)",5,2020,2020,88,0.00%,23.02,1.12
Alaska,2,20-24 years,20-24,"Associate degree (AA, AS)",5,2021,2021,83,0.00%,22.86,1.11
Alaska,2,20-24 years,20-24,"Associate degree (AA, AS)",5,2022,2022,53,0.00%,22.96,1.13
Alaska,2,20-24 years,20-24,"Associate degree (AA, AS)",5,2023,2023,58,0.00%,22.91,1.26
Alaska,2,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2018,2018,65,0.00%,23.4,0.76
Alaska,2,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2019,2019,58,0.00%,23.28,0.83
Alaska,2,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2020,2020,61,0.00%,23.28,0.89
Alaska,2,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2021,2021,80,0.00%,23.32,0.8
Alaska,2,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2022,2022,72,0.00%,23.21,0.93
Alaska,2,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2023,2023,70,0.00%,23.17,0.94
Alaska,2,20-24 years,20-24,Unknown or Not Stated,Unk,2018,2018,17,0.00%,21.94,1.55
Alaska,2,20-24 years,20-24,Unknown or Not Stated,Unk,2019,2019,27,0.00%,21.85,1.04
Alaska,2,20-24 years,20-24,Unknown or Not Stated,Unk,2020,2020,19,0.00%,21.53,1.19
Alaska,2,20-24 years,20-24,Unknown or Not Stated,Unk,2021,2021,20,0.00%,21.9,1.37
Alaska,2,20-24 years,20-24,Unknown or Not Stated,Unk,2022,2022,22,0.00%,22.05,1.49
Alaska,2,20-24 years,20-24,Unknown or Not Stated,Unk,2023,2023,23,0.00%,22.3,1.49
Alaska,2,25-29 years,25-29,8th grade or less,1,2018,2018,11,0.00%,27.27,1.42
Alaska,2,25-29 years,25-29,8th grade or less,1,2019,2019,18,0.00%,27.33,1.25
Alaska,2,25-29 years,25-29,9th through 12th grade with no diploma,2,2018,2018,232,0.00%,27.01,1.4
Alaska,2,25-29 years,25-29,9th through 12th grade with no diploma,2,2019,2019,231,0.00%,26.84,1.43
Alaska,2,25-29 years,25-29,9th through 12th grade with no diploma,2,2020,2020,178,0.00%,26.87,1.36
Alaska,2,25-29 years,25-29,9th through 12th grade with no diploma,2,2021,2021,137,0.00%,26.84,1.36
Alaska,2,25-29 years,25-29,9th through 12th grade with no diploma,2,2022,2022,156,0.00%,26.88,1.4
Alaska,2,25-29 years,25-29,9th through 12th grade with no diploma,2,2023,2023,140,0.00%,26.94,1.45
Alaska,2,25-29 years,25-29,High school graduate or GED completed,3,2018,2018,842,0.00%,26.82,1.41
Alaska,2,25-29 years,25-29,High school graduate or GED completed,3,2019,2019,842,0.00%,26.89,1.39
Alaska,2,25-29 years,25-29,High school graduate or GED completed,3,2020,2020,826,0.00%,26.85,1.43
Alaska,2,25-29 years,25-29,High school graduate or GED completed,3,2021,2021,812,0.00%,26.94,1.43
Alaska,2,25-29 years,25-29,High school graduate or GED completed,3,2022,2022,774,0.00%,26.86,1.38
Alaska,2,25-29 years,25-29,High school graduate or GED completed,3,2023,2023,790,0.00%,26.94,1.4
Alaska,2,25-29 years,25-29,"Some college credit, but not a degree",4,2018,2018,809,0.00%,26.98,1.39
Alaska,2,25-29 years,25-29,"Some college credit, but not a degree",4,2019,2019,791,0.00%,26.95,1.39
Alaska,2,25-29 years,25-29,"Some college credit, but not a degree",4,2020,2020,713,0.00%,26.99,1.43
Alaska,2,25-29 years,25-29,"Some college credit, but not a degree",4,2021,2021,715,0.00%,26.93,1.41
Alaska,2,25-29 years,25-29,"Some college credit, but not a degree",4,2022,2022,630,0.00%,26.98,1.44
Alaska,2,25-29 years,25-29,"Some college credit, but not a degree",4,2023,2023,584,0.00%,27.11,1.39
Alaska,2,25-29 years,25-29,"Associate degree (AA, AS)",5,2018,2018,268,0.00%,27.08,1.39
Alaska,2,25-29 years,25-29,"Associate degree (AA, AS)",5,2019,2019,263,0.00%,27.15,1.37
Alaska,2,25-29 years,25-29,"Associate degree (AA, AS)",5,2020,2020,245,0.00%,27.13,1.27
Alaska,2,25-29 years,25-29,"Associate degree (AA, AS)",5,2021,2021,231,0.00%,27.23,1.37
Alaska,2,25-29 years,25-29,"Associate degree (AA, AS)",5,2022,2022,198,0.00%,27.42,1.41
Alaska,2,25-29 years,25-29,"Associate degree (AA, AS)",5,2023,2023,207,0.00%,26.98,1.41
Alaska,2,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2018,2018,436,0.00%,27.34,1.38
Alaska,2,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2019,2019,441,0.00%,27.43,1.36
Alaska,2,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2020,2020,436,0.00%,27.32,1.33
Alaska,2,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2021,2021,403,0.00%,27.34,1.39
Alaska,2,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2022,2022,446,0.00%,27.35,1.37
Alaska,2,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2023,2023,403,0.00%,27.26,1.42
Alaska,2,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,97,0.00%,27.82,1.28
Alaska,2,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,95,0.00%,27.86,1.13
Alaska,2,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,98,0.00%,27.67,1.23
Alaska,2,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,87,0.00%,27.89,1.17
Alaska,2,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,98,0.00%,27.77,1.23
Alaska,2,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,88,0.00%,27.67,1.29
Alaska,2,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,18,0.00%,28.17,0.76
Alaska,2,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,15,0.00%,28.13,0.96
Alaska,2,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,21,0.00%,27.71,1.12
Alaska,2,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,19,0.00%,27.26,1.41
Alaska,2,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,15,0.00%,27.8,0.98
Alaska,2,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,18,0.00%,27.72,1.15
Alaska,2,25-29 years,25-29,Unknown or Not Stated,Unk,2018,2018,27,0.00%,26.7,1.41
Alaska,2,25-29 years,25-29,Unknown or Not Stated,Unk,2019,2019,26,0.00%,26.96,1.34
Alaska,2,25-29 years,25-29,Unknown or Not Stated,Unk,2020,2020,38,0.00%,26.82,1.59
Alaska,2,25-29 years,25-29,Unknown or Not Stated,Unk,2021,2021,26,0.00%,26.96,1.43
Alaska,2,25-29 years,25-29,Unknown or Not Stated,Unk,2022,2022,24,0.00%,26.92,1.19
Alaska,2,25-29 years,25-29,Unknown or Not Stated,Unk,2023,2023,20,0.00%,26.6,1.11
Alaska,2,30-34 years,30-34,8th grade or less,1,2018,2018,12,0.00%,32.08,1.32
Alaska,2,30-34 years,30-34,8th grade or less,1,2020,2020,14,0.00%,31.93,1.44
Alaska,2,30-34 years,30-34,9th through 12th grade with no diploma,2,2018,2018,107,0.00%,31.58,1.43
Alaska,2,30-34 years,30-34,9th through 12th grade with no diploma,2,2019,2019,125,0.00%,31.7,1.4
Alaska,2,30-34 years,30-34,9th through 12th grade with no diploma,2,2020,2020,136,0.00%,31.86,1.35
Alaska,2,30-34 years,30-34,9th through 12th grade with no diploma,2,2021,2021,121,0.00%,31.74,1.39
Alaska,2,30-34 years,30-34,9th through 12th grade with no diploma,2,2022,2022,128,0.00%,31.86,1.43
Alaska,2,30-34 years,30-34,9th through 12th grade with no diploma,2,2023,2023,116,0.00%,31.95,1.4
Alaska,2,30-34 years,30-34,High school graduate or GED completed,3,2018,2018,500,0.00%,31.65,1.41
Alaska,2,30-34 years,30-34,High school graduate or GED completed,3,2019,2019,485,0.00%,31.78,1.39
Alaska,2,30-34 years,30-34,High school graduate or GED completed,3,2020,2020,524,0.00%,31.75,1.39
Alaska,2,30-34 years,30-34,High school graduate or GED completed,3,2021,2021,462,0.00%,31.66,1.37
Alaska,2,30-34 years,30-34,High school graduate or GED completed,3,2022,2022,543,0.00%,31.64,1.43
Alaska,2,30-34 years,30-34,High school graduate or GED completed,3,2023,2023,533,0.00%,31.86,1.37
Alaska,2,30-34 years,30-34,"Some college credit, but not a degree",4,2018,2018,552,0.00%,31.93,1.4
Alaska,2,30-34 years,30-34,"Some college credit, but not a degree",4,2019,2019,536,0.00%,31.81,1.46
Alaska,2,30-34 years,30-34,"Some college credit, but not a degree",4,2020,2020,512,0.00%,31.8,1.39
Alaska,2,30-34 years,30-34,"Some college credit, but not a degree",4,2021,2021,503,0.00%,31.85,1.41
Alaska,2,30-34 years,30-34,"Some college credit, but not a degree",4,2022,2022,497,0.00%,31.56,1.34
Alaska,2,30-34 years,30-34,"Some college credit, but not a degree",4,2023,2023,510,0.00%,31.76,1.36
Alaska,2,30-34 years,30-34,"Associate degree (AA, AS)",5,2018,2018,247,0.00%,31.74,1.35
Alaska,2,30-34 years,30-34,"Associate degree (AA, AS)",5,2019,2019,204,0.00%,31.95,1.35
Alaska,2,30-34 years,30-34,"Associate degree (AA, AS)",5,2020,2020,222,0.00%,31.9,1.4
Alaska,2,30-34 years,30-34,"Associate degree (AA, AS)",5,2021,2021,199,0.00%,31.83,1.4
Alaska,2,30-34 years,30-34,"Associate degree (AA, AS)",5,2022,2022,229,0.00%,31.81,1.37
Alaska,2,30-34 years,30-34,"Associate degree (AA, AS)",5,2023,2023,211,0.00%,31.64,1.39
Alaska,2,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2018,2018,621,0.00%,31.88,1.36
Alaska,2,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2019,2019,558,0.00%,31.94,1.42
Alaska,2,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2020,2020,517,0.00%,31.9,1.4
Alaska,2,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2021,2021,599,0.00%,31.75,1.39
Alaska,2,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2022,2022,567,0.00%,31.87,1.41
Alaska,2,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2023,2023,535,0.00%,31.94,1.35
Alaska,2,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,246,0.00%,31.98,1.41
Alaska,2,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,241,0.00%,32.01,1.37
Alaska,2,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,245,0.00%,32.2,1.35
Alaska,2,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,247,0.00%,32.24,1.4
Alaska,2,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,236,0.00%,32.11,1.41
Alaska,2,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,222,0.00%,32.03,1.39
Alaska,2,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,84,0.00%,32.21,1.32
Alaska,2,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,82,0.00%,32.12,1.29
Alaska,2,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,81,0.00%,32.22,1.41
Alaska,2,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,92,0.00%,32.27,1.47
Alaska,2,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,84,0.00%,32.38,1.36
Alaska,2,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,77,0.00%,32.26,1.31
Alaska,2,30-34 years,30-34,Unknown or Not Stated,Unk,2018,2018,13,0.00%,32.15,1.1
Alaska,2,30-34 years,30-34,Unknown or Not Stated,Unk,2019,2019,21,0.00%,31.81,1.4
Alaska,2,30-34 years,30-34,Unknown or Not Stated,Unk,2020,2020,24,0.00%,31.92,1.26
Alaska,2,30-34 years,30-34,Unknown or Not Stated,Unk,2021,2021,32,0.00%,32,1.32
Alaska,2,30-34 years,30-34,Unknown or Not Stated,Unk,2022,2022,24,0.00%,31.42,1.41
